name,type,test_categories,sample_type,test_details,description_in_english,description_in_urdu
Histopathology Review Case (Blocks) (1 to 5 blocks) without IHC,Test,Histopathology,Others,,The cryostat sections are stained in a shortened procedure which generally enables the diagnosis to be made within 15 to 20 minutes of receiving the specimen and communicated to the surgeon by telephone.,کریوسٹیٹ کے حصوں کو ایک مختصر طریقہ کار میں داغ دیا جاتا ہے جو عام طور پر نمونہ حاصل کرنے کے 15 سے 20 منٹ کے اندر تشخیص کرنے کے قابل بناتا ہے اور ٹیلی فون کے ذریعے سرجن کو بتایا جاتا ہے۔
Histopathology Review Case (Blocks) (6 to 10 blocks),Test,Histopathology,Others,,The cryostat sections are stained in a shortened procedure which generally enables the diagnosis to be made within 15 to 20 minutes of receiving the specimen and communicated to the surgeon by telephone.,کریوسٹیٹ کے حصوں کو ایک مختصر طریقہ کار میں داغ دیا جاتا ہے جو عام طور پر نمونہ حاصل کرنے کے 15 سے 20 منٹ کے اندر تشخیص کرنے کے قابل بناتا ہے اور ٹیلی فون کے ذریعے سرجن کو بتایا جاتا ہے۔
Histopathology Review Case (Slides ),Test,Histopathology,Others,,The cryostat sections are stained in a shortened procedure which generally enables the diagnosis to be made within 15 to 20 minutes of receiving the specimen and communicated to the surgeon by telephone.,کریوسٹیٹ کے حصوں کو ایک مختصر طریقہ کار میں داغ دیا جاتا ہے جو عام طور پر نمونہ حاصل کرنے کے 15 سے 20 منٹ کے اندر تشخیص کرنے کے قابل بناتا ہے اور ٹیلی فون کے ذریعے سرجن کو بتایا جاتا ہے۔
HIV RNA by PCR (Quantitative),Test,Molecular,Others,,"Polymerase chain reaction (PCR) tests are used to detect HIV's genetic material, called RNA. These tests can be used to screen the donated blood supply and to detect very early infections before antibodies have been developed.","پولیمریز چین ری ایکشن (PCR) ٹیسٹ HIV کے جینیاتی مواد کا پتہ لگانے کے لیے استعمال کیے جاتے ہیں، جسے RNA کہتے ہیں۔ ان ٹیسٹوں کا استعمال عطیہ کردہ خون کی فراہمی کو جانچنے اور اینٹی باڈیز تیار ہونے سے پہلے بہت جلد انفیکشن کا پتہ لگانے کے لیے کیا جا سکتا ہے۔"
HLA Class I & II (Donor),Test,Molecular,Plasma (EDTA / Purple Tube),,Human leukocyte antigen (HLA) typing is used to match patients and donors for bone marrow or cord blood transplants. HLA are proteins -- or markers -- found on most cells in your body. Your immune system uses these markers to recognize which cells belong in your body and which do not.,ہیومن لیوکوائٹ اینٹیجن (HLA) ٹائپنگ کا استعمال بون میرو یا کورڈ بلڈ ٹرانسپلانٹ کے لیے مریضوں اور عطیہ دہندگان سے ملنے کے لیے کیا جاتا ہے۔ HLA پروٹین ہیں -- یا مارکر -- آپ کے جسم کے زیادہ تر خلیوں پر پائے جاتے ہیں۔ آپ کا مدافعتی نظام ان مارکروں کو یہ پہچاننے کے لیے استعمال کرتا ہے کہ آپ کے جسم میں کون سے خلیے ہیں اور کون سے نہیں۔
HLA-B27,Test,Molecular,Plasma (EDTA / Purple Tube),,The HLA-B27 test may be ordered as part of a group of tests used to help diagnose and evaluate conditions causing arthritis-like chronic joint.,HLA-B27 ٹیسٹ کا آرڈر ٹیسٹوں کے ایک گروپ کے حصے کے طور پر دیا جا سکتا ہے جو گٹھیا جیسے دائمی جوڑ کا سبب بننے والے حالات کی تشخیص اور جانچ میں مدد کے لیے استعمال ہوتے ہیں۔
Homocystine Level,Test,Chem & Immuno,Serum (Gel / Yellow Vial),,"A homocysteine test often helps healthcare providers: Identify a vitamin deficiency (shortage) of B6, B12 or B9, also known as folate or folic acid. Assess heart disease or stroke risk. Monitor people with heart disease to determine whether the condition is worsening.","ہومو سسٹین ٹیسٹ اکثر صحت کی دیکھ بھال فراہم کرنے والوں کی مدد کرتا ہے: B6، B12 یا B9 کی وٹامن کی کمی (قلت) کی نشاندہی کریں، جسے فولیٹ یا فولک ایسڈ بھی کہا جاتا ہے۔ دل کی بیماری یا فالج کے خطرے کا اندازہ لگائیں۔ دل کی بیماری میں مبتلا لوگوں کی نگرانی کریں تاکہ یہ معلوم کیا جا سکے کہ آیا حالت بگڑ رہی ہے۔"
Hospital I/V Stand Swab for Bacterial growth,Test,Microbiology,Swab,,Sample for culture to detect microorganism in hospital iv stand,ہسپتال iv اسٹینڈ میں مائکروجنزم کا پتہ لگانے کے لیے ثقافت کا نمونہ
Hospital Nursing Counter Swab for Bacterial growth,Test,Microbiology,Swab,,Sample for culture to detect microorganism in nursing counter.,نرسنگ کاؤنٹر میں مائکروجنزم کا پتہ لگانے کے لئے ثقافت کا نمونہ۔
Hospital OT Air for Bacterial growth,Test,Microbiology,Swab,,Sample for culture to detect microorganism in hospital ot air.,ہسپتال کی ہوا میں مائکروجنزم کا پتہ لگانے کے لیے ثقافت کا نمونہ۔
Hospital OT Ambu Bag for Bacterial growth,Test,Microbiology,Swab,,Sample for culture to detect microorganism in hospital ot ambu.,ہسپتال ot ambu میں مائکروجنزم کا پتہ لگانے کے لیے ثقافت کا نمونہ۔
Hospital OT Anesthesia Machine Swab for Bacterial growth,Test,Microbiology,Swab,,Sample for culture to detect microorganism in hospital OT anesthesia machine.,ہسپتال OT اینستھیزیا مشین میں مائکروجنزم کا پتہ لگانے کے لیے ثقافت کا نمونہ۔
Hospital OT Baby Warmer for Bacterial growth,Test,Microbiology,Swab,,Sample for culture to detect microorganism in hospital OT baby warmer.,ہسپتال کے او ٹی بیبی وارمر میں مائکروجنزم کا پتہ لگانے کے لیے ثقافت کا نمونہ۔
Hospital OT Bed Mattress Swab for Bacterial growth,Test,Microbiology,Swab,,Sample for culture to detect microorganism in hospital OT bed matress.,ہسپتال کے او ٹی بیڈ میٹریس میں مائکروجنزم کا پتہ لگانے کے لیے ثقافت کا نمونہ۔
Hospital OT Bed Swab for Bacterial growth,Test,Microbiology,Swab,,Sample for culture to detect microorganism in hospital OT bed.,ہسپتال کے OT بستر میں مائکروجنزم کا پتہ لگانے کے لیے ثقافت کا نمونہ۔
Hospital OT Dia Theater for Bacterial growth,Test,Microbiology,Swab,,Sample for culture to detect microorganism in hospital OT dia theater.,ہسپتال کے OT dia تھیٹر میں مائکروجنزم کا پتہ لگانے کے لیے ثقافت کا نمونہ۔
Hospital OT Diathermy Machine for Bacterial growth  ,Test,Microbiology,Swab,,Sample for culture to detect microorganism in hospital OT diathermy machine.,ہسپتال OT ڈائیتھرمی مشین میں مائکروجنزم کا پتہ لگانے کے لیے ثقافت کا نمونہ۔
Hospital OT Floor Swab for Bacterial growth,Test,Microbiology,Swab,,Sample for culture to detect microorganism in hospital OT floor.,ہسپتال کے او ٹی فلور میں مائکروجنزم کا پتہ لگانے کے لیے ثقافت کا نمونہ۔
Hospital OT Laryngoscope for Bacterial growth,Test,Microbiology,Swab,,Sample for culture to detect microorganism in hospital OT laryngoscope.,ہسپتال کے OT laryngoscope میں مائکروجنزم کا پتہ لگانے کے لیے ثقافت کا نمونہ۔
Hospital OT Light for Bacterial growth,Test,Microbiology,Swab,,Sample for culture to detect microorganism in hospital OT light.,ہسپتال کی OT روشنی میں مائکروجنزم کا پتہ لگانے کے لیے ثقافت کا نمونہ۔
Hospital OT Medicine Trolley for Bacterial growth,Test,Microbiology,Swab,,Sample for culture to detect microorganism in hospital OT medicine trolley.,ہسپتال OT میڈیسن ٹرالی میں مائکروجنزم کا پتہ لگانے کے لیے ثقافت کا نمونہ۔
Hospital OT Microscope Swab for Bacterial growth,Test,Microbiology,Swab,,Sample for culture to detect microorganism in hospital OT microscope.,ہسپتال کے OT مائکروسکوپ میں مائکروجنزم کا پتہ لگانے کے لیے ثقافت کا نمونہ۔
Hospital OT Oxygen Mask for Bacterial growth,Test,Microbiology,Swab,,Sample for culture to detect microorganism in hospital OT oxygen mask.,ہسپتال کے OT آکسیجن ماسک میں مائکروجنزم کا پتہ لگانے کے لیے ثقافت کا نمونہ۔
Hospital OT Suction Machine for Bacterial growth,Test,Microbiology,Swab,,Sample for culture to detect microorganism in hospital OT suction machine.,ہسپتال OT سکشن مشین میں مائکروجنزم کا پتہ لگانے کے لیے ثقافت کا نمونہ۔
Hospital OT Table for Bacterial growth,Test,Microbiology,Swab,,Sample for culture to detect microorganism in hospital OT Table.,ہسپتال کے OT ٹیبل میں مائکروجنزم کا پتہ لگانے کے لیے ثقافت کا نمونہ۔
Hospital OT Wall for Bacterial growth,Test,Microbiology,Swab,,Sample for culture to detect microorganism in hospital OT wall.,ہسپتال کی OT دیوار میں مائکروجنزم کا پتہ لگانے کے لیے ثقافت کا نمونہ۔
Human IgG 4,Test,Chem & Immuno,Serum (Gel / Yellow Vial),,"gG4-related disease (IgG4-RD) is an idiopathic, fibroinflammatory clinicopathological entity characterized by elevated serum IgG4 levels, tumefaction, and abundant lymphoplasmacytic infiltration of IgG4-positive plasma cells in involved tissues, with a middle-aged male predominance.","gG4 سے متعلقہ بیماری (IgG4-RD) ایک idiopathic، fibroinflammatory clinicopathological ہستی ہے جس کی خصوصیات سیرم IgG4 کی بلندی، tumefaction، اور شامل ٹشوز میں IgG4-مثبت پلازما خلیات کی وافر مقدار میں لیمفوپلاسمیسیٹک دراندازی سے ہوتی ہے۔"
HVS for AFB stain / ZN stain,Test,Microbiology,Swab,,"Acid- Fast Bacilli (AFB) smear and culture are two separate tests always performed together at the MSPHL, Tuberculosis (TB) Unit. AFB smear refers to the microscopic examination of a fluorochrome stain of a clinical specimen.","ایسڈ- فاسٹ بیسیلی (AFB) سمیر اور کلچر دو الگ الگ ٹیسٹ ہیں جو ہمیشہ MSPHL، تپ دق (ٹی بی) یونٹ میں ایک ساتھ کیے جاتے ہیں۔ AFB سمیر سے مراد طبی نمونے کے فلورو کروم داغ کا خوردبینی معائنہ ہے۔"
HVS FOR C/S (Bacterial Culture & Sensitivity),Test,Microbiology,Swab,,"A high vaginal swab (HVS) is a medical procedure performed in obstetrics and gynaecology to test vaginal discharge for the presence of vaginal thrush, bacterial vaginosis and trichomonas vaginalis.","ایک اعلی اندام نہانی جھاڑو (HVS) ایک طبی طریقہ کار ہے جو پرسوتی اور امراض نسواں میں انجام دیا جاتا ہے تاکہ اندام نہانی کے تھرش، بیکٹیریل وگینوسس اور ٹرائیکوموناس ویجینالیس کی موجودگی کے لیے اندام نہانی سے خارج ہونے والے مادہ کی جانچ کی جا سکے۔"
HVS for GRAM stain,Test,Microbiology,Swab,,"A hydrocele is a collection of peritoneal fluid between the parietal and visceral layers of the tunica vaginalis, which directly surrounds the testis and spermatic cord.","ایک ہائیڈروسیل ٹونیکا اندام نہانی کی پیریٹل اور ویسرل تہوں کے درمیان پیریٹونیل سیال کا ایک مجموعہ ہے، جو براہ راست خصیوں اور نطفہ کی ہڈی کو گھیرتا ہے۔"
Hydatid cyst,Test,Microbiology,Tissue,,"There are several serological tests used to diagnose Hydatid disease. Routine test include indirect hemagglutination test. The sensitivity of IHA in calcified or lung lesions is 60%, and 88% in peritoneal or liver disease, with a specificity.","Hydatid بیماری کی تشخیص کے لیے کئی سیرولوجیکل ٹیسٹ استعمال کیے جاتے ہیں۔ معمول کے ٹیسٹ میں بالواسطہ ہیمگلوٹینیشن ٹیسٹ شامل ہے۔ کیلسیفائیڈ یا پھیپھڑوں کے گھاووں میں IHA کی حساسیت 60%، اور peritoneal یا جگر کی بیماری میں 88% ہے، خاصیت کے ساتھ۔"
